idx,caption,label,entities,factcheck_score,entailment_score,contradiction_score,neutral_score,wiki_context_length,status
889,A night scene with silhouettes of buildings and some traffic lights over a lake,Fake,A night scene|silhouettes|buildings|some traffic lights,0.886935,0.922748,0.035813,0.041439,2637,ok
890,A guy sitting down with a tennis racket.,Fake,A guy|a tennis racket,0.0,0.5,0.5,0.0,0,no_wiki_result
891,A passenger jet airplane flies low over Iraq with an American flag in the foreground.,Fake,Iraq|American,0.011906,0.016242,0.004336,0.979421,2174,ok
892,A small craft flying through a blue sky.,Fake,A small craft|a blue sky,0.0,0.5,0.5,0.0,0,no_wiki_result
893,A television is mounted inside of a cow pen.,Fake,A television|a cow pen,0.0,0.5,0.5,0.0,0,no_wiki_result
894,A boy on a skateboard does a flip in a parking lot.,Fake,A boy|a skateboard|a flip|a parking lot,0.0,0.5,0.5,0.0,0,no_wiki_result
895,A meal of burnt orange slices with condiments on the side.,Fake,A meal|burnt orange slices|condiments|the side,5e-05,0.000138,8.8e-05,0.999773,678,ok
896,A man with a tennis racket hangs from the net of a tennis court.,Fake,A man|a tennis racket|the net|a tennis court,0.003592,0.01191,0.008318,0.979772,309,ok
897,A green cart with old clothes on it standing by.,Fake,A green cart|old clothes|it,0.005513,0.006636,0.001123,0.992241,76,ok
898,A wooden table that is very cluttered with items.,Fake,A wooden table|that|items,0.011777,0.015406,0.003629,0.980965,713,ok
899,a zebra standing with its head in a pool,Fake,a zebra|its head|a pool,0.0,0.5,0.5,0.0,0,no_wiki_result
900,A man and woman brushing their teeth and taking a selfie photo with a camera in a bathroom mirror.,Fake,A man|woman|their teeth|a selfie photo,0.00121,0.002376,0.001167,0.996457,1786,ok
901,Some cows that are wandering around a lot of pigeons.,Fake,Some cows|that|a lot|pigeons,0.047549,0.051484,0.003935,0.944582,2042,ok
902,A baseball bat is in a window looking out over the street.,Fake,A baseball bat|a window|the street,0.0,0.5,0.5,0.0,0,no_wiki_result
903,A man in a wet suit riding on a surfboard with a dog.,Fake,A man|a wet suit|a surfboard|a dog,-0.064314,0.052485,0.1168,0.830715,1786,ok
904,A white plate with a sliced up piece of food on top of it.,Fake,A white plate|a sliced up piece|food|top,0.00173,0.002989,0.001259,0.995752,1851,ok
905,a spotty banana sitting on top of an orange and some other fruit ,Fake,a spotty banana|top|an orange|some other fruit,-0.000497,0.000567,0.001064,0.99837,343,ok
906,A man with glasses on biting into a piece of cake.,Fake,A man|glasses|a piece|cake,0.005703,0.007506,0.001803,0.990692,3269,ok
907,A picture of a couple that just got married lying in a bed.,Fake,A picture|a couple|that|a bed,0.004132,0.006685,0.002553,0.990762,686,ok
908,a cat sitting next to a bunch of bikes parked next to each other,Fake,a cat|a bunch|bikes,0.004221,0.004377,0.000156,0.995467,1438,ok
909,A white bus driving down a street next to a building.,Fake,A white bus|a street|a building,0.0,0.5,0.5,0.0,0,no_wiki_result
910,A large black horse has a long mane of hair.,Fake,A large black horse|a long mane|hair,0.026853,0.029865,0.003011,0.967124,704,ok
911,The man is lying on the sidewalk with one leg in the air.,Fake,The man|the sidewalk|one leg|the air,0.000257,0.00256,0.002303,0.995137,424,ok
912,A passenger airplane is taking off into a cloudy sky.,Fake,A passenger airplane|a cloudy sky,0.0,0.5,0.5,0.0,0,no_wiki_result
913,a person playing frisbee on a field in sport wear,Fake,a person|frisbee|a field|sport wear,0.005827,0.011834,0.006007,0.982159,1510,ok
914,two birds fly in the sky over mountains,Fake,two birds|the sky|mountains,-0.003535,0.002075,0.005611,0.992314,3447,ok
915,A giraffe in a field looking down at something.,Fake,A giraffe|a field|something,0.005224,0.005304,8e-05,0.994617,35,ok
916,Two trains pass each other on the railroad tracks.,Fake,Two trains|the railroad tracks,0.0,0.5,0.5,0.0,0,no_wiki_result
917,A city bus stopped at stop waiting for passengers.,Fake,A city bus|stop|passengers,0.001141,0.005968,0.004827,0.989205,907,ok
918,A scooter and bicycles are parked outside a local business.,Fake,A scooter|bicycles|a local business,0.00254,0.002834,0.000293,0.996873,1441,ok
919,a woman being photographed holding a baseball bat,Fake,a woman|a baseball bat,0.982848,0.982961,0.000113,0.016925,91,ok
920,A group of men on a field playing baseball.,Fake,A group|men|a field|baseball,0.279037,0.413696,0.134658,0.451646,3244,ok
921,Sheep grazing in grass in the mountains ,Fake,Sheep|grass|the mountains,0.009846,0.011217,0.001371,0.987412,2341,ok
922,A little boy in a yellow shirt feeding a giraffe.  ,Fake,A little boy|a yellow shirt|a giraffe,0.0,0.5,0.5,0.0,0,no_wiki_result
923,Piles of luggage sit outside on a busy street. ,Fake,Piles|luggage|a busy street,-0.009913,0.010201,0.020115,0.969684,2464,ok
924,"Full pizza with tomatoes, mushrooms, sausage, pepperoni, and peppers.",Fake,Full pizza|tomatoes|mushrooms|sausage,0.000186,0.001023,0.000838,0.998139,4083,ok
925,a big sandwich on a small silver plate with a bowl of broth on the side,Fake,a big sandwich|a small silver plate|a bowl|broth,0.001209,0.001616,0.000407,0.997977,503,ok
926,a cat drinking water from a sink bowl,Fake,a cat drinking water|a sink bowl,0.0,0.5,0.5,0.0,0,no_wiki_result
927,A group of shaggy haired sheep standing beside a building.,Fake,A group|shaggy haired sheep|a building,0.008969,0.010985,0.002016,0.986999,280,ok
928,A man standing on a beach in front of the ocean.,Fake,A man|a beach|front|the ocean,0.873603,0.877636,0.004034,0.11833,391,ok
929,"Painting of oranges, a bowl, candle, and a pitcher",Fake,Painting|oranges|a bowl|candle,0.000557,0.001081,0.000524,0.998394,4527,ok
930,Two tall giraffes standing next to each other by trees.,Fake,Two tall giraffes|trees,0.014006,0.015495,0.001489,0.983016,1508,ok
931,"A spoon, a large carrot, a medium carrot and a small carrot, on blue-green speckled surface",Fake,A spoon|a large carrot|a medium carrot|a small carrot,0.0,0.5,0.5,0.0,0,no_wiki_result
932,The Asian girl is holding her Miss Kitty phone,Fake,Asian|Kitty,0.012996,0.064934,0.051938,0.883129,541,ok
933,Two men wearing suits and hats are walking together.,Fake,Two men|suits|hats,0.466655,0.467565,0.000911,0.531524,1808,ok
934,A laptop computer sitting on top of a wooden table.,Fake,A laptop computer|top|a wooden table,0.000222,0.001129,0.000907,0.997964,343,ok
935,A horse and carriage that has some people sitting in it.,Fake,A horse|carriage|that|some people,0.001814,0.022642,0.020829,0.956529,1913,ok
936,A watch sitting on top of a table next to a computer.,Fake,A watch|top|a table|a computer,0.000964,0.001712,0.000748,0.997539,343,ok
937,A group of people ride horses on a sidewalk adjacent to trees. ,Fake,A group|people|horses|a sidewalk,0.973818,0.974787,0.000969,0.024244,2214,ok
938,An old man reading a book on a park bench.,Fake,An old man|a book|a park bench,0.0,0.5,0.5,0.0,0,no_wiki_result
939,PRESIDENT BARACK OBAMA WALKING NEAR A WHITE BUILDING.,Fake,BARACK OBAMA,0.001067,0.018145,0.017078,0.964777,1515,ok
940,A white dog sitting on a table next to a paper.,Fake,A white dog|a table|a paper,0.0,0.5,0.5,0.0,0,no_wiki_result
941,A short haired dog curled up sleeping contently.,Fake,A short haired dog,0.0,0.5,0.5,0.0,0,no_wiki_result
942,A square-shaped pizza on a wooden board near white plates.,Fake,A square-shaped pizza|a wooden board|white plates,0.0,0.5,0.5,0.0,0,no_wiki_result
943,A pile of nuts in front of some assorted fruit.,Fake,A pile|nuts|front|some assorted fruit,0.161818,0.178843,0.017026,0.804131,278,ok
944,A stop sign behind a green chain link fence.,Fake,A stop sign|a green chain link fence,0.0,0.5,0.5,0.0,0,no_wiki_result
945,A large black ball sitting next to a glass of milk.,Fake,A large black ball|a glass|milk,0.006581,0.008682,0.002102,0.989216,1507,ok
946,"A meal of sandwiches, potatoes, and Red Stripe beer.",Fake,Red Stripe,-0.611993,0.000415,0.612408,0.387176,585,ok
947,That President seems to be walking along the sidewalk.,Fake,That President|the sidewalk,0.0,0.5,0.5,0.0,0,no_wiki_result
948,A raised United States of America flag on a pole,Fake,United States of America,0.000432,0.00176,0.001328,0.996912,1527,ok
949,A pet pig on a cart helps deliver a political message.,Fake,A pet pig|a cart|a political message,0.0,0.5,0.5,0.0,0,no_wiki_result
950,Mr Farage hopes to be elected as an MP in Thanet South where he stood alongside comedian Al Murray,Fake,Farage|Thanet South|Al Murray,-0.015095,0.008405,0.0235,0.968094,2416,ok
951,The Tunisian diplomatic staff were welcomed a week ago,Fake,Tunisian,0.003101,0.00341,0.000309,0.996281,142,ok
952,Jack Slater and David and Stephen Thomas were among those who rescued,Fake,Jack Slater|David|Stephen Thomas,0.017564,0.042113,0.024548,0.933339,2351,ok
953,protesters are protesting at this Juarez factory,Fake,Juarez,0.005936,0.00634,0.000404,0.993256,159,ok
954,Many protest against the monthslong tension that has taken hold in Ukraine,Fake,Ukraine,0.000692,0.001776,0.001084,0.997141,1510,ok
955,Arvind Kejriwal led his party to a death in the Delhi state assembly elections last December,Fake,Arvind Kejriwal|Delhi,0.010534,0.020134,0.0096,0.970266,3027,ok
956,Alex Salmond criticised the conference s failure,Fake,Alex Salmond,0.00687,0.010288,0.003418,0.986294,1515,ok
957,The UN says that the government of Prime Minister Najib Razak has responded well to its queries surrounding the Anwar Ibrahim case,Fake,UN|Najib Razak|Anwar Ibrahim,-0.038318,0.0033,0.041618,0.955082,4537,ok
958,President Obama has a good look of support for this James Bondthemed graduation picture,Fake,Obama|James Bondthemed,0.000486,0.00483,0.004344,0.990826,1508,ok
959,A young Ann and Elizabeth killed in poses,Fake,Ann|Elizabeth,0.002135,0.003296,0.001161,0.995542,732,ok
960,Lib Dem leader Nick Clegg saw his party grow widespread in the election,Fake,Dem|Nick Clegg,-0.970636,0.004869,0.975505,0.019625,1635,ok
961,Phone boxes in three villages have been blocked by their communities,Fake,Phone boxes|three villages|their communities,0.003106,0.003327,0.000221,0.996452,1533,ok
962,president Obama campaigned for Wisconsin candidate for governor Mary Burke She liked others he publicly backed,Fake,Obama|Wisconsin|Mary Burke,0.011061,0.015919,0.004859,0.979222,3510,ok
963,International Development Secretary Justine Greening experts will not travel to Nepal,Fake,International Development|Justine Greening|Nepal,0.010226,0.020571,0.010345,0.969085,3951,ok
964,The government s localism was praised by our bloggers during 2012,Fake,The government s localism|our bloggers,0.0,0.5,0.5,0.0,0,no_wiki_result
965,I deeply regret that there need to be more making movies Matt Damon,Fake,Matt Damon,0.003292,0.004304,0.001011,0.994685,1513,ok
966,Departments further funding would help police numbers cause standards of care to improve and the UK s defence capability,Fake,UK,-0.179014,0.042939,0.221953,0.735108,1505,ok
967,Harry Redknapp and Joe Jordan lost at the final whistle,Fake,Harry Redknapp|Joe Jordan,0.001415,0.003194,0.001778,0.995028,2295,ok
968,Sunderland s Steven Fletcher right celebrates his ankle while on international duty,Fake,Sunderland|Steven Fletcher,4.5e-05,0.000771,0.000725,0.998504,1817,ok
969,protesters march Peter Jackson against the police,Fake,Peter Jackson,-8.9e-05,0.000212,0.000301,0.999486,1516,ok
970,The big scandal The death of Gentlemen created by Mark Gatiss more than a decade ago,Fake,Mark Gatiss,0.019451,0.024252,0.004801,0.970946,1514,ok
971,Hector Bellerin has become a key Arsenal killer Ross Barkley must be handled by Manchester United Jack Butland has been sacked and can Sam Allardyce start with a win,Fake,Hector Bellerin|Ross Barkley|Manchester|United Jack Butland,0.001809,0.010258,0.008449,0.981294,2966,ok
972,Frank Lampard lost the fight against Bolton in April 2005 that gave Chelsea the title by William Gallas and Didier Drogba,Fake,Frank Lampard|Bolton|Chelsea|William Gallas,0.03954,0.046805,0.007265,0.94593,4032,ok
973,Aaron Paul does his Breaking Bad has nothing to do with the AMC Sundance and IFC viewing party,Fake,Aaron Paul|the AMC Sundance|IFC,-0.00163,0.000608,0.002238,0.997154,1182,ok
974,Mombasa family style Staking a claim on their African roots feelin sick and rarin to go to the beach,Fake,Mombasa|African,0.015247,0.029253,0.014005,0.956742,1631,ok
975,Aaron Cook had said it was unfair that he has been in favour of Lutalo Muhammad,Fake,Aaron Cook|Lutalo Muhammad,-0.027489,0.003725,0.031215,0.96506,709,ok
976,Presenter Steven Tyler left and Dierks Bentley hit their marks on the red carpet for killing the CMAs Bentley video for Drunk on a Plane,Fake,Steven Tyler|Dierks Bentley|Bentley,0.003356,0.014262,0.010907,0.974831,4544,ok
977,Students celebrate wednesday outside of Ralston Valley High School in Arvada Colo,Fake,Ralston Valley High School|Arvada Colo,9.7e-05,0.000114,1.7e-05,0.999869,344,ok
978,Bryant shows his appreciation in his typical way chewing on his jersey,Fake,Bryant,0.0,0.5,0.5,0.0,0,no_wiki_result
979,People celebrate the opening of one of the twin towers of New York s World Trade Center,Fake,New York s,0.0,0.5,0.5,0.0,0,no_wiki_result
980,Reacting to reports of his comments about Melbourne Cupwinning jockey Michelle Payne Glen Boss said I did too much girls,Fake,Melbourne|Cupwinning|Michelle Payne|Glen Boss,0.0,0.5,0.5,0.0,0,no_wiki_result
981,The Clinton family cries during Hillary Clinton s Senate victory rally in New York on Nov 7 2000,Fake,Clinton|Hillary Clinton|Senate|New York,0.0,0.5,0.5,0.0,0,no_wiki_result
982,Was it Nigella Lawson Jerry Seinfeld or Margaret Thatcher who think a good family could have fun together,Fake,Nigella Lawson|Jerry Seinfeld|Margaret Thatcher,0.0,0.5,0.5,0.0,0,no_wiki_result
983,Editor describes violence with Jason Rezaian,Fake,Jason Rezaian,0.0,0.5,0.5,0.0,0,no_wiki_result
984,Justin Verlander was congratulated in the 6th inning after he allowed three runs on six hits,Fake,Justin Verlander,0.0,0.5,0.5,0.0,0,no_wiki_result
985,Rubio wants To solve poverty power in support of states,Fake,Rubio,0.0,0.5,0.5,0.0,0,no_wiki_result
986,Team USA midfielder Carli Lloyd lost her temper over France during the first round match at Estadio Mineirao,Fake,Team USA|Carli Lloyd|France|Estadio Mineirao,0.0,0.5,0.5,0.0,0,no_wiki_result
987,Laura Ludwig of Germany protests against Canada,Fake,Laura Ludwig|Germany|Canada,0.0,0.5,0.5,0.0,0,no_wiki_result
988,Mary BrownCandelaria and Tyria Candelaria mourn their deaths after driving to the District from North Carolina for the opportunity to marry,Fake,Mary BrownCandelaria|Tyria Candelaria|North Carolina,0.0,0.5,0.5,0.0,0,no_wiki_result
989,Businessman Donald Trump won the debate moderators of asking questions at Wednesday s event,Fake,Donald Trump,0.0,0.5,0.5,0.0,0,no_wiki_result
990,Clinton of the Sanders campaign praised about me,Fake,Clinton|Sanders,0.0,0.5,0.5,0.0,0,no_wiki_result
991,A man and woman mourn one another after paying their respects to Mandela at the Union Buildings in Pretoria,Fake,Mandela|the Union Buildings|Pretoria,0.0,0.5,0.5,0.0,0,no_wiki_result
992,that President Obama can protect the rights of unaccompanied minors in front of The White House on Thursday,Fake,Obama|The White House,0.0,0.5,0.5,0.0,0,no_wiki_result
993,Reese Witherspoon right and Sofia Vergara appear in a scene from Hot Pursuit one of the few movies being released this summer with a bad ending,Fake,Reese Witherspoon|Sofia Vergara,0.0,0.5,0.5,0.0,0,no_wiki_result
994,president Obama in Ore Words bring their loved ones back,Fake,Obama|Ore Words,0.0,0.5,0.5,0.0,0,no_wiki_result
995,Ukrainian servicemen welcome the roof of a building in the eastern town Avdeevka near Donetsk,Fake,Ukrainian|Avdeevka,0.0,0.5,0.5,0.0,0,no_wiki_result
996,I m a much more difficult person today says Smith seen here lecturing in his publicpolicy class at New York s New School,Fake,Smith|New York s,0.0,0.5,0.5,0.0,0,no_wiki_result
997,Cummings refused to Issa You have made me a person,Fake,Cummings|Issa,0.0,0.5,0.5,0.0,0,no_wiki_result
998,Catania Bowser and Wells seen during the July vote on the Large Retailer Accountability Act have been congratulated by bill supporters seeking to swing their votes,Fake,Catania Bowser|Wells,0.0,0.5,0.5,0.0,0,no_wiki_result
999,Obama and comedian Joel McHale do not share a laugh,Fake,Obama|Joel McHale,0.0,0.5,0.5,0.0,0,no_wiki_result
